,,,,,,,No. of recruits,,
Year,Period,Sector,Reef,ReefID,Site,Panel,Spawn,Brood,Total
1997,Pre-2016,2,SthDirection,14-147b,3,4,51,7,58
1997,Pre-2016,2,SthDirection,14-147b,3,5,26,6,32
1997,Pre-2016,2,SthDirection,14-147b,3,6,25,5,30
1997,Pre-2016,2,SthDirection,14-147b,3,7,112,7,119
1997,Pre-2016,2,SthDirection,14-147b,3,8,28,2,30
1997,Pre-2016,2,SthDirection,14-147b,3,9,49,5,54
1997,Pre-2016,2,SthDirection,14-147b,3,10,119,12,131
1997,Pre-2016,2,SthDirection,14-147b,4,1,101,3,104
1997,Pre-2016,2,SthDirection,14-147b,4,2,138,7,145
1997,Pre-2016,2,SthDirection,14-147b,4,3,159,3,162
1997,Pre-2016,2,SthDirection,14-147b,4,4,173,10,183
1997,Pre-2016,2,SthDirection,14-147b,4,5,141,7,148
1997,Pre-2016,2,SthDirection,14-147b,4,6,180,6,186
1997,Pre-2016,2,SthDirection,14-147b,4,7,226,1,227
1997,Pre-2016,2,SthDirection,14-147b,4,8,134,3,137
1997,Pre-2016,2,SthDirection,14-147b,4,9,119,6,125
1997,Pre-2016,2,SthDirection,14-147b,4,10,194,6,200
1997,Pre-2016,3,18-022,18-022,1,1,107,15,122
1997,Pre-2016,3,18-022,18-022,1,2,41,2,43
1997,Pre-2016,3,18-022,18-022,1,3,68,8,76
1997,Pre-2016,3,18-022,18-022,1,4,73,6,79
1997,Pre-2016,3,18-022,18-022,1,5,104,12,116
1997,Pre-2016,3,18-022,18-022,1,6,80,15,95
1997,Pre-2016,3,18-022,18-022,1,7,140,7,147
1997,Pre-2016,3,18-022,18-022,1,8,50,2,52
1997,Pre-2016,3,18-022,18-022,2,1,84,9,93
1997,Pre-2016,3,18-022,18-022,2,2,74,9,83
1997,Pre-2016,3,18-022,18-022,2,3,165,20,185
1997,Pre-2016,3,18-022,18-022,2,4,78,8,86
1997,Pre-2016,3,18-022,18-022,2,5,76,17,93
1997,Pre-2016,3,18-022,18-022,2,6,87,26,113
1997,Pre-2016,3,18-022,18-022,2,7,49,48,97
1997,Pre-2016,3,18-022,18-022,2,8,81,36,117
1997,Pre-2016,3,18-022,18-022,2,9,193,24,217
1997,Pre-2016,3,18-022,18-022,2,10,54,38,92
1997,Pre-2016,3,18-022,18-022,3,1,363,58,421
1997,Pre-2016,3,18-022,18-022,3,2,102,20,122
1997,Pre-2016,3,18-022,18-022,3,3,127,5,132
1997,Pre-2016,3,18-022,18-022,3,4,194,19,213
1997,Pre-2016,3,18-022,18-022,3,5,93,4,97
1997,Pre-2016,3,18-022,18-022,3,6,150,20,170
1997,Pre-2016,3,18-022,18-022,3,7,226,38,264
1997,Pre-2016,3,18-022,18-022,3,8,270,32,302
1997,Pre-2016,3,18-022,18-022,3,9,192,23,215
1997,Pre-2016,3,18-022,18-022,3,10,370,37,407
1997,Pre-2016,3,18-022,18-022,4,1,164,12,176
1997,Pre-2016,3,18-022,18-022,4,2,287,7,294
1997,Pre-2016,3,18-022,18-022,4,3,142,0,142
1997,Pre-2016,3,18-022,18-022,4,4,242,2,244
1997,Pre-2016,3,18-022,18-022,4,5,249,4,253
1997,Pre-2016,3,18-022,18-022,4,6,498,4,502
1997,Pre-2016,3,Britomart,18-024,1,1,257,5,262
1997,Pre-2016,3,Britomart,18-024,1,2,549,8,557
1997,Pre-2016,3,Britomart,18-024,1,3,370,10,380
1997,Pre-2016,3,Britomart,18-024,1,4,742,14,756
1997,Pre-2016,3,Britomart,18-024,1,5,279,1,280
1997,Pre-2016,3,Britomart,18-024,1,6,571,50,621
1997,Pre-2016,3,Britomart,18-024,1,7,252,9,261
1997,Pre-2016,3,Britomart,18-024,1,8,622,11,633
1997,Pre-2016,3,Britomart,18-024,1,9,444,5,449
1997,Pre-2016,3,Britomart,18-024,1,10,415,14,429
1997,Pre-2016,3,Britomart,18-024,2,1,60,2,62
1997,Pre-2016,3,Britomart,18-024,2,2,232,8,240
1997,Pre-2016,3,Britomart,18-024,2,3,135,6,141
1997,Pre-2016,3,Britomart,18-024,2,4,199,6,205
1997,Pre-2016,3,Britomart,18-024,2,5,174,18,192
1997,Pre-2016,3,Britomart,18-024,2,6,160,1,161
1997,Pre-2016,3,Britomart,18-024,2,7,126,5,131
1997,Pre-2016,3,Britomart,18-024,2,8,127,6,133
1997,Pre-2016,3,Britomart,18-024,2,9,193,27,220
1997,Pre-2016,3,Britomart,18-024,2,10,128,2,130
1997,Pre-2016,3,Britomart,18-024,3,1,30,4,34
1997,Pre-2016,3,Britomart,18-024,3,2,130,7,137
1997,Pre-2016,3,Britomart,18-024,3,3,136,7,143
1997,Pre-2016,3,Britomart,18-024,3,4,90,8,98
1997,Pre-2016,3,Britomart,18-024,3,5,83,4,87
1997,Pre-2016,3,Britomart,18-024,3,6,21,1,22
1997,Pre-2016,3,Britomart,18-024,3,7,44,1,45
1997,Pre-2016,3,Britomart,18-024,3,8,28,4,32
1997,Pre-2016,3,Britomart,18-024,3,9,18,1,19
1997,Pre-2016,3,Britomart,18-024,3,10,37,0,37
1997,Pre-2016,3,Britomart,18-024,4,1,106,17,123
1997,Pre-2016,3,Britomart,18-024,4,2,61,2,63
1997,Pre-2016,3,Britomart,18-024,4,3,84,12,96
1997,Pre-2016,3,Britomart,18-024,4,4,7,9,16
1997,Pre-2016,3,Britomart,18-024,4,5,71,6,77
1997,Pre-2016,3,Britomart,18-024,4,6,101,12,113
1997,Pre-2016,3,Britomart,18-024,4,7,25,8,33
1997,Pre-2016,3,Britomart,18-024,4,8,11,9,20
1997,Pre-2016,3,Britomart,18-024,4,9,33,11,44
1997,Pre-2016,3,18-025,18-025,1,1,13,4,17
1997,Pre-2016,3,18-025,18-025,1,2,59,8,67
1997,Pre-2016,3,18-025,18-025,1,3,98,7,105
1997,Pre-2016,3,18-025,18-025,1,4,124,5,129
1997,Pre-2016,3,18-025,18-025,1,5,117,7,124
1997,Pre-2016,3,18-025,18-025,1,6,29,10,39
1997,Pre-2016,3,18-025,18-025,1,7,67,6,73
1997,Pre-2016,3,18-025,18-025,1,8,128,7,135
1997,Pre-2016,3,18-025,18-025,1,9,133,16,149
1997,Pre-2016,3,18-025,18-025,2,1,64,2,66
1997,Pre-2016,3,18-025,18-025,2,2,37,3,40
1997,Pre-2016,3,18-025,18-025,2,3,27,1,28
1997,Pre-2016,3,18-025,18-025,2,4,15,5,20
1997,Pre-2016,3,18-025,18-025,2,5,14,0,14
1997,Pre-2016,3,18-025,18-025,2,6,15,4,19
1997,Pre-2016,3,18-025,18-025,2,7,46,2,48
1997,Pre-2016,3,18-025,18-025,3,1,180,44,224
1997,Pre-2016,3,18-025,18-025,3,2,80,15,95
1997,Pre-2016,3,18-025,18-025,3,3,101,9,110
1997,Pre-2016,3,18-025,18-025,3,4,81,26,107
1997,Pre-2016,3,18-025,18-025,3,5,144,32,176
1997,Pre-2016,3,18-025,18-025,3,6,108,15,123
1997,Pre-2016,3,18-025,18-025,3,7,189,16,205
1997,Pre-2016,3,18-025,18-025,3,8,27,4,31
1997,Pre-2016,3,18-025,18-025,3,9,189,0,189
1997,Pre-2016,3,18-025,18-025,3,10,193,40,233
1997,Pre-2016,3,18-025,18-025,4,1,233,7,240
1997,Pre-2016,3,18-025,18-025,4,2,399,10,409
1997,Pre-2016,3,18-025,18-025,4,3,222,5,227
1997,Pre-2016,3,18-025,18-025,4,4,409,8,417
1997,Pre-2016,3,18-025,18-025,4,5,134,5,139
1997,Pre-2016,3,18-025,18-025,4,6,164,1,165
1997,Pre-2016,3,18-025,18-025,4,7,201,6,207
1997,Pre-2016,3,18-025,18-025,4,8,224,4,228
1997,Pre-2016,3,18-025,18-025,4,9,479,11,490
1997,Pre-2016,3,18-025,18-025,4,10,250,10,260
1997,Pre-2016,4,Boulton,20-146,1,1,3,2,5
1997,Pre-2016,4,Boulton,20-146,1,2,1,4,5
1997,Pre-2016,4,Boulton,20-146,1,3,2,0,2
1997,Pre-2016,4,Boulton,20-146,1,4,2,1,3
1997,Pre-2016,4,Boulton,20-146,2,1,0,0,0
1997,Pre-2016,4,Boulton,20-146,2,2,1,0,1
1997,Pre-2016,4,Boulton,20-146,2,3,0,0,0
1997,Pre-2016,4,Boulton,20-146,2,4,4,0,4
1997,Pre-2016,4,Boulton,20-146,2,5,1,1,2
1997,Pre-2016,4,Boulton,20-146,2,6,1,1,2
1997,Pre-2016,4,Boulton,20-146,2,7,1,0,1
1997,Pre-2016,4,Boulton,20-146,2,8,2,0,2
1997,Pre-2016,4,Boulton,20-146,3,1,4,0,4
1997,Pre-2016,4,Boulton,20-146,3,2,6,5,11
1997,Pre-2016,4,Boulton,20-146,3,3,8,5,13
1997,Pre-2016,4,Boulton,20-146,3,4,3,0,3
1997,Pre-2016,4,Boulton,20-146,3,5,10,0,10
1997,Pre-2016,4,Boulton,20-146,3,6,10,5,15
1997,Pre-2016,4,Boulton,20-146,3,7,7,4,11
1997,Pre-2016,4,Boulton,20-146,3,8,5,0,5
1997,Pre-2016,4,Boulton,20-146,3,9,3,2,5
1997,Pre-2016,4,Boulton,20-146,4,1,10,1,11
1997,Pre-2016,4,Boulton,20-146,4,2,2,4,6
1997,Pre-2016,4,Boulton,20-146,4,3,8,4,12
1997,Pre-2016,4,Boulton,20-146,4,4,4,3,7
1997,Pre-2016,4,Boulton,20-146,4,5,2,0,2
1997,Pre-2016,4,Boulton,20-146,4,6,6,1,7
1997,Pre-2016,4,Boulton,20-146,4,7,4,2,6
1997,Pre-2016,4,Boulton,20-146,4,8,4,3,7
1997,Pre-2016,4,Boulton,20-146,4,9,1,2,3
1997,Pre-2016,4,Boulton,20-146,4,10,0,0,0
1997,Pre-2016,4,LittleSteven,20-294,1,1,8,11,19
1997,Pre-2016,4,LittleSteven,20-294,1,2,4,1,5
1997,Pre-2016,4,LittleSteven,20-294,1,3,21,19,40
1997,Pre-2016,4,LittleSteven,20-294,2,1,16,0,16
1997,Pre-2016,4,LittleSteven,20-294,2,2,2,0,2
1997,Pre-2016,4,LittleSteven,20-294,2,3,2,2,4
1997,Pre-2016,4,LittleSteven,20-294,2,4,10,0,10
1997,Pre-2016,4,LittleSteven,20-294,2,5,9,0,9
1997,Pre-2016,4,LittleSteven,20-294,2,6,7,0,7
1997,Pre-2016,4,LittleSteven,20-294,2,7,4,1,5
1997,Pre-2016,4,LittleSteven,20-294,2,8,8,0,8
1997,Pre-2016,4,LittleSteven,20-294,3,1,12,2,14
1997,Pre-2016,4,LittleSteven,20-294,3,2,17,4,21
1997,Pre-2016,4,LittleSteven,20-294,3,3,5,0,5
1997,Pre-2016,4,LittleSteven,20-294,3,4,21,7,28
1997,Pre-2016,4,LittleSteven,20-294,3,5,4,0,4
1997,Pre-2016,4,LittleSteven,20-294,3,6,2,1,3
1997,Pre-2016,4,LittleSteven,20-294,3,7,8,3,11
1997,Pre-2016,4,LittleSteven,20-294,3,8,3,2,5
1997,Pre-2016,4,LittleSteven,20-294,3,9,3,0,3
1997,Pre-2016,4,LittleSteven,20-294,3,10,5,1,6
1997,Pre-2016,4,LittleSteven,20-294,4,1,13,3,16
1997,Pre-2016,4,LittleSteven,20-294,4,2,21,1,22
1997,Pre-2016,4,LittleSteven,20-294,4,3,7,0,7
1997,Pre-2016,4,LittleSteven,20-294,4,4,21,1,22
1997,Pre-2016,4,LittleSteven,20-294,4,5,19,3,22
1997,Pre-2016,4,LittleSteven,20-294,4,6,16,5,21
1997,Pre-2016,4,LittleSteven,20-294,4,7,32,5,37
1997,Pre-2016,4,LittleSteven,20-294,4,8,19,6,25
1997,Pre-2016,4,LittleSteven,20-294,4,9,19,3,22
1997,Pre-2016,4,LittleSteven,20-294,4,10,34,5,39
1997,Pre-2016,4,BigSteven,20-295,1,1,0,2,2
1997,Pre-2016,4,BigSteven,20-295,1,2,5,2,7
1997,Pre-2016,4,BigSteven,20-295,1,3,1,2,3
1997,Pre-2016,4,BigSteven,20-295,1,4,2,0,2
1997,Pre-2016,4,BigSteven,20-295,1,5,2,0,2
1997,Pre-2016,4,BigSteven,20-295,1,6,1,1,2
1997,Pre-2016,4,BigSteven,20-295,1,7,7,3,10
1997,Pre-2016,4,BigSteven,20-295,1,8,3,2,5
1997,Pre-2016,4,BigSteven,20-295,2,1,5,0,5
1997,Pre-2016,4,BigSteven,20-295,2,2,2,1,3
1997,Pre-2016,4,BigSteven,20-295,2,3,1,2,3
1997,Pre-2016,4,BigSteven,20-295,2,4,3,1,4
1997,Pre-2016,4,BigSteven,20-295,2,5,1,0,1
1997,Pre-2016,4,BigSteven,20-295,3,1,16,1,17
1997,Pre-2016,4,BigSteven,20-295,3,2,1,0,1
1997,Pre-2016,4,BigSteven,20-295,3,3,8,0,8
1997,Pre-2016,4,BigSteven,20-295,3,4,9,0,9
1997,Pre-2016,4,BigSteven,20-295,3,5,4,2,6
1997,Pre-2016,4,BigSteven,20-295,3,6,14,2,16
1997,Pre-2016,4,BigSteven,20-295,3,7,15,1,16
1997,Pre-2016,4,BigSteven,20-295,3,8,9,0,9
1997,Pre-2016,4,BigSteven,20-295,3,9,4,0,4
1997,Pre-2016,4,BigSteven,20-295,3,10,14,1,15
1997,Pre-2016,5,OneTree,23-055a,1,1,17,13,30
1997,Pre-2016,5,OneTree,23-055a,1,2,9,7,16
1997,Pre-2016,5,OneTree,23-055a,1,3,22,17,39
1997,Pre-2016,5,OneTree,23-055a,1,4,46,15,61
1997,Pre-2016,5,OneTree,23-055a,1,5,12,3,15
1997,Pre-2016,5,OneTree,23-055a,1,6,9,6,15
1997,Pre-2016,5,OneTree,23-055a,1,7,3,4,7
1997,Pre-2016,5,OneTree,23-055a,1,8,15,17,32
1997,Pre-2016,5,OneTree,23-055a,2,1,24,5,29
1997,Pre-2016,5,OneTree,23-055a,2,2,9,1,10
1997,Pre-2016,5,OneTree,23-055a,2,3,10,16,26
1997,Pre-2016,5,OneTree,23-055a,2,4,8,3,11
1997,Pre-2016,5,OneTree,23-055a,3,1,8,8,16
1997,Pre-2016,5,OneTree,23-055a,3,2,4,2,6
1997,Pre-2016,5,OneTree,23-055a,3,3,7,6,13
1997,Pre-2016,5,OneTree,23-055a,3,4,4,1,5
1997,Pre-2016,5,OneTree,23-055a,3,5,5,7,12
1997,Pre-2016,5,OneTree,23-055a,3,6,1,8,9
1997,Pre-2016,5,OneTree,23-055a,3,7,1,8,9
1997,Pre-2016,5,OneTree,23-055a,3,8,4,2,6
1997,Pre-2016,5,OneTree,23-055a,3,9,3,1,4
1997,Pre-2016,5,OneTree,23-055a,4,1,1,4,5
1997,Pre-2016,5,OneTree,23-055a,4,2,24,5,29
1997,Pre-2016,5,Lamont,23-076,3,1,15,0,15
1997,Pre-2016,5,Lamont,23-076,3,2,44,9,53
1997,Pre-2016,5,Lamont,23-076,3,3,140,14,154
1997,Pre-2016,5,Lamont,23-076,3,4,19,2,21
1997,Pre-2016,5,Lamont,23-076,3,5,15,0,15
1997,Pre-2016,5,Lamont,23-076,3,6,39,4,43
1997,Pre-2016,5,Lamont,23-076,3,7,64,6,70
1997,Pre-2016,5,Lamont,23-076,3,8,50,4,54
1997,Pre-2016,5,Lamont,23-076,3,9,135,8,143
1997,Pre-2016,5,Lamont,23-076,3,10,85,10,95
1997,Pre-2016,5,Lamont,23-076,4,1,146,8,154
1997,Pre-2016,5,Lamont,23-076,4,2,116,9,125
1997,Pre-2016,5,Lamont,23-076,4,3,134,7,141
1997,Pre-2016,5,Lamont,23-076,4,4,61,2,63
1997,Pre-2016,5,Lamont,23-076,4,5,126,2,128
1997,Pre-2016,5,Lamont,23-076,4,6,95,1,96
1997,Pre-2016,5,Lamont,23-076,4,7,95,3,98
1997,Pre-2016,5,Lamont,23-076,4,8,120,2,122
1997,Pre-2016,5,Fitzroy,23-077,1,1,1,9,10
1997,Pre-2016,5,Fitzroy,23-077,1,2,8,7,15
1997,Pre-2016,5,Fitzroy,23-077,1,3,3,17,20
1997,Pre-2016,5,Fitzroy,23-077,1,4,4,1,5
1997,Pre-2016,5,Fitzroy,23-077,2,1,8,10,18
1997,Pre-2016,5,Fitzroy,23-077,3,1,10,3,13
1997,Pre-2016,5,Fitzroy,23-077,3,2,19,4,23
1997,Pre-2016,5,Fitzroy,23-077,3,3,33,5,38
1997,Pre-2016,5,Fitzroy,23-077,3,4,9,3,12
1997,Pre-2016,5,Fitzroy,23-077,3,5,12,6,18
1997,Pre-2016,5,Fitzroy,23-077,3,6,56,8,64
1997,Pre-2016,5,Fitzroy,23-077,3,7,18,0,18
1997,Pre-2016,5,Fitzroy,23-077,3,8,6,0,6
1997,Pre-2016,5,Fitzroy,23-077,4,1,7,5,12
1997,Pre-2016,5,Fitzroy,23-077,4,2,14,1,15
1997,Pre-2016,5,Fitzroy,23-077,4,3,31,7,38
1997,Pre-2016,5,Fitzroy,23-077,4,4,40,14,54
1997,Pre-2016,5,Fitzroy,23-077,4,5,7,4,11
1997,Pre-2016,5,Fitzroy,23-077,4,6,41,3,44
1997,Pre-2016,5,Fitzroy,23-077,4,7,18,5,23
1997,Pre-2016,5,Fitzroy,23-077,4,8,29,1,30
1997,Pre-2016,2,Lizard,14-116c,lizard head,1,53,2,55
1997,Pre-2016,2,Lizard,14-116c,lizard head,2,22,3,25
1997,Pre-2016,2,Lizard,14-116c,lizard head,3,10,0,10
1997,Pre-2016,2,Lizard,14-116c,lizard head,4,21,3,24
1997,Pre-2016,2,Lizard,14-116c,lizard head,5,24,3,27
1997,Pre-2016,2,Lizard,14-116c,lizard head,6,18,3,21
1997,Pre-2016,2,Lizard,14-116c,lizard head,7,28,1,29
1997,Pre-2016,2,Lizard,14-116c,lizard head,8,22,6,28
1997,Pre-2016,2,Lizard,14-116c,lizard head,9,12,0,12
1997,Pre-2016,2,Lizard,14-116c,lizard head,10,24,1,25
1997,Pre-2016,2,Lizard,14-116c,lizard head,11,26,9,35
1997,Pre-2016,2,Lizard,14-116c,lizard head,12,26,3,29
1997,Pre-2016,2,Lizard,14-116c,lizard head,13,79,3,82
1997,Pre-2016,2,Lizard,14-116c,lizard head,14,22,1,23
1997,Pre-2016,2,Lizard,14-116c,lizard head,15,15,2,17
1997,Pre-2016,2,Lizard,14-116north,north reef,1,244,6,250
1997,Pre-2016,2,Lizard,14-116north,north reef,2,219,42,261
1997,Pre-2016,2,Lizard,14-116north,north reef,3,225,1,226
1997,Pre-2016,2,Lizard,14-116north,north reef,4,68,4,72
1997,Pre-2016,2,Lizard,14-116north,north reef,5,64,11,75
1997,Pre-2016,2,Lizard,14-116north,north reef,6,364,2,366
1997,Pre-2016,2,Lizard,14-116north,north reef,7,80,3,83
1997,Pre-2016,2,Lizard,14-116north,north reef,8,266,2,268
1997,Pre-2016,2,Lizard,14-116north,north reef,9,232,4,236
1997,Pre-2016,2,Lizard,14-116north,north reef,10,147,12,159
1997,Pre-2016,2,Lizard,14-116north,north reef,11,147,18,165
1997,Pre-2016,2,Lizard,14-116north,north reef,12,185,0,185
1997,Pre-2016,2,Lizard,14-116north,north reef,13,85,2,87
1997,Pre-2016,2,Lizard,14-116north,north reef,14,260,5,265
1997,Pre-2016,2,Lizard,14-116south,south island,1,22,8,30
1997,Pre-2016,2,Lizard,14-116south,south island,2,26,2,28
1997,Pre-2016,2,Lizard,14-116south,south island,3,13,11,24
1997,Pre-2016,2,Lizard,14-116south,south island,4,9,2,11
1997,Pre-2016,2,Lizard,14-116south,south island,5,33,6,39
1997,Pre-2016,2,Lizard,14-116south,south island,6,23,4,27
1997,Pre-2016,2,Lizard,14-116south,south island,7,30,4,34
1997,Pre-2016,2,Lizard,14-116south,south island,8,22,4,26
1997,Pre-2016,2,Lizard,14-116south,south island,9,12,5,17
1997,Pre-2016,2,Lizard,14-116south,south island,10,24,17,41
1997,Pre-2016,2,Lizard,14-116south,south island,11,10,3,13
1997,Pre-2016,2,Lizard,14-116south,south island,12,16,11,27
1997,Pre-2016,2,Lizard,14-116south,south island,13,7,2,9
1997,Pre-2016,2,Lizard,14-116south,south island,14,13,13,26
1997,Pre-2016,2,Lizard,14-116a,washing machine,1,24,4,28
1997,Pre-2016,2,Lizard,14-116a,washing machine,2,25,2,27
1997,Pre-2016,2,Lizard,14-116a,washing machine,3,72,13,85
1997,Pre-2016,2,Lizard,14-116a,washing machine,4,45,34,79
1997,Pre-2016,2,Lizard,14-116a,washing machine,5,29,2,31
1997,Pre-2016,2,Lizard,14-116a,washing machine,6,96,7,103
1997,Pre-2016,2,Lizard,14-116a,washing machine,7,41,22,63
1997,Pre-2016,2,Lizard,14-116a,washing machine,8,35,7,42
1997,Pre-2016,2,Lizard,14-116a,washing machine,9,43,9,52
1997,Pre-2016,2,Lizard,14-116a,washing machine,10,26,3,29
1997,Pre-2016,2,Lizard,14-116a,washing machine,11,35,5,40
1997,Pre-2016,2,Lizard,14-116a,washing machine,12,35,5,40
1998,Pre-2016,2,Lizard,14-116c,lizard head,1,66,4,70
1998,Pre-2016,2,Lizard,14-116c,lizard head,2,38,5,43
1998,Pre-2016,2,Lizard,14-116c,lizard head,3,60,4,64
1998,Pre-2016,2,Lizard,14-116c,lizard head,4,34,5,39
1998,Pre-2016,2,Lizard,14-116c,lizard head,5,22,2,24
1998,Pre-2016,2,Lizard,14-116c,lizard head,6,25,3,28
1998,Pre-2016,2,Lizard,14-116c,lizard head,7,33,4,37
1998,Pre-2016,2,Lizard,14-116c,lizard head,8,17,1,18
1998,Pre-2016,2,Lizard,14-116c,lizard head,9,22,1,23
1998,Pre-2016,2,Lizard,14-116c,lizard head,10,47,4,51
1998,Pre-2016,2,Lizard,14-116north,north reef,1,64,0,64
1998,Pre-2016,2,Lizard,14-116north,north reef,2,29,0,29
1998,Pre-2016,2,Lizard,14-116north,north reef,3,134,2,136
1998,Pre-2016,2,Lizard,14-116north,north reef,4,65,7,72
1998,Pre-2016,2,Lizard,14-116north,north reef,5,45,4,49
1998,Pre-2016,2,Lizard,14-116north,north reef,6,97,0,97
1998,Pre-2016,2,Lizard,14-116north,north reef,7,90,7,97
1998,Pre-2016,2,Lizard,14-116north,north reef,8,41,3,44
1998,Pre-2016,2,Lizard,14-116north,north reef,9,102,0,102
1998,Pre-2016,2,Lizard,14-116north,north reef,10,79,1,80
1998,Pre-2016,2,Lizard,14-116north,north reef,11,39,3,42
1998,Pre-2016,2,Lizard,14-116north,north reef,12,99,2,101
1998,Pre-2016,2,Lizard,14-116south,south island,1,43,11,54
1998,Pre-2016,2,Lizard,14-116south,south island,2,64,7,71
1998,Pre-2016,2,Lizard,14-116south,south island,3,26,17,43
1998,Pre-2016,2,Lizard,14-116south,south island,4,32,12,44
1998,Pre-2016,2,Lizard,14-116south,south island,5,78,6,84
1998,Pre-2016,2,Lizard,14-116south,south island,6,45,1,46
1998,Pre-2016,2,Lizard,14-116south,south island,7,31,5,36
1998,Pre-2016,2,Lizard,14-116south,south island,8,81,10,91
1998,Pre-2016,2,Lizard,14-116south,south island,9,43,10,53
1998,Pre-2016,2,Lizard,14-116south,south island,10,22,9,31
1998,Pre-2016,2,Lizard,14-116south,south island,11,89,10,99
1998,Pre-2016,2,Lizard,14-116south,south island,12,79,11,90
1998,Pre-2016,2,Lizard,14-116a,washing machine,1,30,3,33
1998,Pre-2016,2,Lizard,14-116a,washing machine,2,5,1,6
1998,Pre-2016,2,Lizard,14-116a,washing machine,3,10,4,14
1998,Pre-2016,2,Lizard,14-116a,washing machine,4,32,21,53
1998,Pre-2016,2,Lizard,14-116a,washing machine,5,18,8,26
1998,Pre-2016,2,Lizard,14-116a,washing machine,6,8,2,10
1998,Pre-2016,2,Lizard,14-116a,washing machine,7,12,18,30
1998,Pre-2016,2,Lizard,14-116a,washing machine,8,7,4,11
1998,Pre-2016,2,Lizard,14-116a,washing machine,9,7,10,17
1998,Pre-2016,2,Lizard,14-116a,washing machine,10,9,5,14
2004,Pre-2016,3,Bramble,18-029,T1R5S1,1,0,12,12
2004,Pre-2016,3,Bramble,18-029,T1R5S1,2,0,2,2
2004,Pre-2016,3,Bramble,18-029,T1R5S1,3,1,1,2
2004,Pre-2016,3,Bramble,18-029,T1R5S1,4,1,4,5
2004,Pre-2016,3,Bramble,18-029,T1R5S1,5,0,8,8
2004,Pre-2016,3,Bramble,18-029,T1R5S1,6,2,3,5
2004,Pre-2016,3,Bramble,18-029,T1R5S1,7,0,4,4
2004,Pre-2016,3,Bramble,18-029,T1R5S1,8,0,2,2
2004,Pre-2016,3,Bramble,18-029,T1R5S2,1,1,2,3
2004,Pre-2016,3,Bramble,18-029,T1R5S2,2,0,0,0
2004,Pre-2016,3,Bramble,18-029,T1R5S2,3,0,1,1
2004,Pre-2016,3,Bramble,18-029,T1R5S2,4,0,0,0
2004,Pre-2016,3,Bramble,18-029,T1R5S2,5,0,1,1
2004,Pre-2016,3,Bramble,18-029,T1R5S2,6,0,0,0
2004,Pre-2016,3,Bramble,18-029,T1R5S2,7,1,4,5
2004,Pre-2016,3,Bramble,18-029,T1R5S3,1,1,3,4
2004,Pre-2016,3,Bramble,18-029,T1R5S3,2,1,0,1
2004,Pre-2016,3,Bramble,18-029,T1R5S3,3,1,13,14
2004,Pre-2016,3,Bramble,18-029,T1R5S3,4,0,0,0
2004,Pre-2016,3,Bramble,18-029,T1R5S3,5,0,0,0
2004,Pre-2016,3,Bramble,18-029,T1R5S3,6,0,0,0
2004,Pre-2016,3,Bramble,18-029,T1R5S3,7,0,0,0
2004,Pre-2016,3,Bramble,18-029,T1R5S3,8,0,0,0
2004,Pre-2016,3,Rib,18-032,T1R6S1,1,3,6,9
2004,Pre-2016,3,Rib,18-032,T1R6S1,2,7,28,35
2004,Pre-2016,3,Rib,18-032,T1R6S1,3,10,3,13
2004,Pre-2016,3,Rib,18-032,T1R6S1,4,1,0,1
2004,Pre-2016,3,Rib,18-032,T1R6S1,5,10,6,16
2004,Pre-2016,3,Rib,18-032,T1R6S1,6,7,4,11
2004,Pre-2016,3,Rib,18-032,T1R6S1,7,3,6,9
2004,Pre-2016,3,Rib,18-032,T1R6S1,8,3,5,8
2004,Pre-2016,3,Rib,18-032,T1R6S2,1,0,0,0
2004,Pre-2016,3,Rib,18-032,T1R6S2,2,0,0,0
2004,Pre-2016,3,Rib,18-032,T1R6S2,3,1,1,2
2004,Pre-2016,3,Rib,18-032,T1R6S2,4,5,3,8
2004,Pre-2016,3,Rib,18-032,T1R6S2,5,2,0,2
2004,Pre-2016,3,Rib,18-032,T1R6S2,6,3,2,5
2004,Pre-2016,3,Rib,18-032,T1R6S2,7,15,10,25
2004,Pre-2016,3,Rib,18-032,T1R6S2,8,8,2,10
2004,Pre-2016,3,Rib,18-032,T1R6S3,1,17,2,19
2004,Pre-2016,3,Rib,18-032,T1R6S3,2,1,1,2
2004,Pre-2016,3,Rib,18-032,T1R6S3,3,30,11,41
2004,Pre-2016,3,Rib,18-032,T1R6S3,4,6,2,8
2004,Pre-2016,3,Rib,18-032,T1R6S3,5,3,1,4
2004,Pre-2016,3,Rib,18-032,T1R6S3,6,4,0,4
2004,Pre-2016,3,Rib,18-032,T1R6S3,7,1,3,4
2004,Pre-2016,3,Rib,18-032,T1R6S3,8,20,8,28
2004,Pre-2016,3,Coil,18-046,T1R11S1,1,0,1,1
2004,Pre-2016,3,Coil,18-046,T1R11S1,2,0,6,6
2004,Pre-2016,3,Coil,18-046,T1R11S1,3,0,5,5
2004,Pre-2016,3,Coil,18-046,T1R11S1,4,0,3,3
2004,Pre-2016,3,Coil,18-046,T1R11S1,5,1,10,11
2004,Pre-2016,3,Coil,18-046,T1R11S1,6,0,3,3
2004,Pre-2016,3,Coil,18-046,T1R11S1,7,0,8,8
2004,Pre-2016,3,Coil,18-046,T1R11S1,8,6,15,21
